message,label
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,not_spam
Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,spam
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",not_spam
Good night my dear.. Sleepwell&amp;Take care,not_spam
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,spam
Win a å£1000 cash prize or a prize worth å£5000,spam
You are pre-approved for a low-interest loan. Apply now.,spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
"Click here for your free trial, no credit card needed.",spam
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam
I'll let you know when it kicks in,not_spam
"I've got ten bucks, jay is being noncomittal",not_spam
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",not_spam
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,not_spam
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam
"No, I was trying it all weekend ;V",not_spam
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
Claim a free sample while supplies last.,spam
Thats cool. i liked your photos. You are very sexy!,not_spam
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,spam
Hey so whats the plan this sat? ,not_spam
Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,spam
The reward for finishing the challenge is extra credit.,not_spam
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,not_spam
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam
We are collecting donations for the food drive.,not_spam
Your credit score qualifies you for a special rate.,spam
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",not_spam
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam
Get unlimited streaming access for free.,spam
No..but heard abt tat..,not_spam
Can you help me move this weekend?,not_spam
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,spam
You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam
Get a $1000 grant with no repayment.,spam
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,not_spam
Your order from the campus bookstore is ready for pickup.,not_spam
Your payment for the club dues was received.,not_spam
"Sorry my roommates took forever, it ok if I come by now?",not_spam
"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
Congratulations! You won a free vacation. Claim it today.,spam
"Sorry, I'll call later in meeting.",not_spam
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,not_spam
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,not_spam
FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",spam
Yep. I do like the pink furniture tho.,not_spam
Please update your contact information in the school portal.,not_spam
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam
Going for dinner.msg you after.,not_spam
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",spam
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",spam
I'm e person who's doing e sms survey...,not_spam
I left my phone charger in the classroom.,not_spam
Quite lor. But dun tell him wait he get complacent...,not_spam
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",not_spam
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",not_spam
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,not_spam
Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
Ok. So april. Cant wait,not_spam
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",spam
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",spam
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam
Investment alert: double your money in one month.,spam
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam
FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
"Sorry,in meeting I'll call later",not_spam
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam
Thank you for helping with the event.,not_spam
Short But Cute: \Be a good person,not_spam
I am taking you for italian food. How about a pretty dress with no panties? :),not_spam
Urgent: please send me the homework when you can.,not_spam
Flash sale: luxury watches for $9.99.,spam
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,not_spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Can you pick me up after class?,not_spam
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
;-) ok. I feel like john lennon.,not_spam
"K, I might come by tonight then if my class lets out early",not_spam
Hey we can go jazz power yoga hip hop kb and yogasana ,not_spam
I got a new phone number; save it when you can.,not_spam
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,spam
Lol or I could just starve and lose a pound by the end of the day.,not_spam
I'm working technical support :)voice process.networking field.,not_spam
The package contains the replacement keyboard you ordered.,not_spam
The bank app says my transfer was completed.,not_spam
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",not_spam
5 nights...We nt staying at port step liao...Too ex,not_spam
A few seats remain for the campus tour.,not_spam
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,not_spam
You are eligible for a refund. Complete the form now.,spam
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam
Am not interested to do like that.,not_spam
network operator. The service is free. For T & C's visit 80488.biz,spam
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870.",spam
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,not_spam
There is an urgent maintenance issue in the dorm.,not_spam
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
The school is giving out free laptops to qualifying students.,not_spam
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam
Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam
IRS refund available. Submit your information today.,spam
Your account is active and everything looks normal.,not_spam
If u sending her home first it's ok lor. I'm not ready yet.,not_spam
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,spam
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
Jesus armand really is trying to tell everybody he can find,not_spam
Get rich fast with this simple investment secret.,spam
This message is brought to you by GMW Ltd. and is not connected to the,spam
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam
Urgent response required to keep your account active.,spam
I'm always looking for an excuse to be in the city.,not_spam
I selected a restaurant for dinner tonight.,not_spam
You have a message from support. Sign in to read it.,spam
The club has an exclusive event for new members.,not_spam
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam
You have an important customer service announcement from PREMIER.,spam
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,not_spam
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",not_spam
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam
Anything lor... U decide...,not_spam
The club treasurer says the budget was approved.,not_spam
The security team is testing the new login process today.,not_spam
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",spam
ÌÏ all write or wat..,not_spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",spam
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,spam
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam
Reminder: your dentist appointment is at 3 PM.,not_spam
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
The professor will post the quiz scores tomorrow.,not_spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,spam
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",spam
Claim your tax rebate before the deadline.,spam
Can u look 4 me in da lib i got stuff havent finish yet.,not_spam
U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam
Your package is waiting. Pay a small fee to schedule delivery.,spam
Check your email for the scholarship application link.,not_spam
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
Are you free now?can i call now?,not_spam
Money i have won wining number 946 wot do i do next,spam
Tomarrow final hearing on my laptop case so i cant.,not_spam
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
I am 6 ft. We will be a good combination!,not_spam
Your request to borrow the camera was approved.,not_spam
The library account notice says my books are due soon.,not_spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",not_spam
Our Prasanth ettans mother passed away last night. Just pray for her and family.,not_spam
"Tee hee. Off to lecture, cheery bye bye.",not_spam
You qualify for exclusive student loan forgiveness.,spam
The package pickup desk closes at five.,not_spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
That's my honeymoon outfit. :),not_spam
This pay is  &lt;DECIMAL&gt;  lakhs:),not_spam
Free any day but i finish at 6 on mon n thurs...,not_spam
Also andros ice etc etc,not_spam
Yeah I'll try to scrounge something up,not_spam
What class of  &lt;#&gt;  reunion?,not_spam
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,not_spam
Free entry in our weekly prize draw. Reply YES.,spam
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",not_spam
Claim your free coffee card by entering your details.,spam
Were somewhere on Fredericksburg,not_spam
Please use the secure portal to upload your document.,not_spam
No problem baby. Is this is a good time to talk? I called and left a message.,not_spam
The final notice for tuition is in the student portal.,not_spam
We noticed unusual activity. Verify your account to avoid closure.,spam
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,not_spam
Only a few spots remain in this exclusive money program.,spam
\YEH I AM DEF UP4 SOMETHING SAT,not_spam
Thanks for loving me so. You rock,not_spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
85233 FREE>Ringtone!Reply REAL,spam
Reckon need to be in town by eightish to walk from * carpark.,not_spam
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
This is your last chance to claim a reward.,spam
I'm meeting Darren...,not_spam
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,spam
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
We need your response about an issue with your account.,spam
"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",not_spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
"This is the 2nd time we have tried 2 contact u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,not_spam
\alright babe,not_spam
Yes. I come to nyc for audiitions and am trying to relocate.,not_spam
The campus shuttle is running late.,not_spam
Da is good good player.why he is unsold.,not_spam
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",not_spam
"K so am I, how much for an 8th? Fifty?",not_spam
What's the significance?,not_spam
"Hurry up, I've been weed-deficient for like three days",not_spam
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,not_spam
We need your response by Wednesday for the field trip.,not_spam
"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",not_spam
The instructor added extra office hours this week.,not_spam
Which channel:-):-):):-).,not_spam
Where you. What happen,not_spam
2 and half years i missed your friendship:-),not_spam
Thanks for your help with the presentation.,not_spam
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam
"Ok da, i already planned. I wil pick you.",not_spam
Free pizza at the CS and AI meeting tonight.,not_spam
You have 1 new voicemail. Please call 08719181513.,spam
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,spam
Mom says dinner will be ready at seven.,not_spam
Get paid to test products from major brands.,spam
Good luck on your exam tomorrow!,not_spam
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),not_spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,spam
But really quite funny lor wat... Then u shd haf run shorter distance wat...,not_spam
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,not_spam
Earn money from home with no experience required.,spam
I've told him that i've returned it. That should i re order it.,not_spam
Get a guaranteed credit card with no checks.,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",spam
Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam
Then any special there?,not_spam
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,not_spam
Ok thanx...,not_spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam
The volunteer coordinator needs your shirt size.,not_spam
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",not_spam
Sindu got job in birla soft ..,not_spam
Shall call now dear having food,not_spam
URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam
Please confirm that you received my attachment.,not_spam
The meeting room changed to Building B.,not_spam
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",not_spam
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,not_spam
Already one guy loving you:-.,not_spam
Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
Please review the attached meeting agenda.,not_spam
Please bring cash for the shared lunch.,not_spam
get ready to moan and scream :),not_spam
The gym has a limited-time student membership deal.,not_spam
No management puzzeles.,not_spam
Let's meet outside the library at noon.,not_spam
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam
3. You have received your mobile content. Enjoy,spam
You earned a reward point for attending the workshop.,not_spam
The professor says today's class is online.,not_spam
Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,spam
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",spam
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,spam
"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",not_spam
I have a free hour after my lab if you want to study.,not_spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
Yup song bro. No creative. Neva test quality. He said check review online.,not_spam
Ok. There may be a free gym about.,not_spam
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),not_spam
Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam
University of southern california.,not_spam
Hey what's up charles sorry about the late reply.,not_spam
"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",not_spam
I WILL CAL YOU SIR. In meeting,not_spam
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam
Yes.. now only saw your message..,not_spam
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,not_spam
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam
"Nah, I'm a perpetual DD",not_spam
TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,spam
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam
The professor posted the final project instructions.,not_spam
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,not_spam
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,not_spam
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
R Ì_ going 4 today's meeting?,not_spam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam
Ha... U jus ate honey ar? So sweet...,not_spam
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,spam
Jordan got voted out last nite!,not_spam
RCT' THNQ Adrian for U text. Rgds Vatian,spam
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam
"Sir Goodmorning, Once free call me.",not_spam
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",not_spam
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",spam
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam
Shall i ask one thing if you dont mistake me.,not_spam
The bus leaves at  &lt;#&gt; ,not_spam
"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",not_spam
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",not_spam
I always chat with you. In fact i need money can you raise me?,not_spam
HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,not_spam
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,not_spam
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",not_spam
Just taste fish curry :-P,not_spam
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,not_spam
U studying in sch or going home? Anyway i'll b going 2 sch later.,not_spam
Special deal: buy one get five free today.,spam
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
Your parking permit expires at the end of the month.,not_spam
